,prob,Longitude,Latitude
0,0.120709405,120.821952,15.206492
1,0.147538518,120.812218,15.213695
2,0.293413699,120.881392,15.297225
3,0.607314522,120.880795,15.294618
4,0.522232705,120.872695,15.288898
5,0.446100845,120.865698,15.29352
6,0.721120587,120.858077,15.235893
7,0.427938717,120.87599,15.252882
8,0.790640533,120.83688,15.218912
9,0.393094609,120.887237,15.353565
10,0.451861105,120.90122,15.315073
11,0.360669058,120.850585,15.25017
12,0.01962555,120.864335,15.320717
13,0.024388298,120.808528,15.21078
14,0.717882833,120.835423,15.21994
15,0.106777248,120.908152,15.284592
16,0.347619895,120.878563,15.28416
17,0.368297213,120.883848,15.264402
18,0.678137706,120.87923,15.267228
19,0.137026226,120.811048,15.214037
20,0.100633773,120.81266,15.213152
21,0.424693947,120.921643,15.350725
22,0.503492794,120.901337,15.344648
23,0.694020669,120.840103,15.215493
24,0.686470522,120.841305,15.214125
25,0.671665616,120.86061,15.258837
26,0.189105635,120.877653,15.273252
27,0.396263639,120.875013,15.265565
28,0.314143202,120.909982,15.066332
29,0.224083759,120.929033,15.065735
30,0.020298973,120.904057,15.016565
31,0.047740522,120.908035,15.080898
32,0.587771806,120.914047,15.031047
33,0.035526198,120.928162,15.065218
34,0.783547307,120.730935,14.952662
35,0.74833925,120.745557,14.930302
36,0.380104641,120.782155,15.175993
37,0.30947407,120.782812,15.171018
38,0.50683167,120.78189,15.172872
39,0.534501211,120.782332,15.172032
40,0.55935697,120.782528,15.171547
41,0.751069362,120.647853,15.030082
42,0.336843344,120.661285,14.99927
43,0.34253335,120.623367,15.04004
44,0.094904419,120.622668,15.040515
45,0.610238027,120.631398,15.038388
46,0.653414277,120.642548,15.039945
47,0.173716093,120.653152,15.037232
48,0.365749519,120.635985,15.057583
49,0.259007695,120.653637,15.037528
50,0.676744531,120.646275,15.031818
51,0.5376488,120.646155,15.0321
52,0.042107155,120.905645,15.04256
53,0.391812997,120.862265,15.042258
54,0.202158385,120.896808,15.051253
55,0.014467988,120.906687,15.03284
56,0.445937926,120.876243,15.024585
57,0.010553832,120.902815,15.038127
58,0.801649577,120.904785,15.02717
59,0.059083627,120.857892,15.026252
60,0.059433138,120.858022,15.026295
61,0.203664425,120.898018,15.048998
62,0.614506501,120.873423,15.041263
63,0.469400075,120.876747,15.025578
64,0.55775707,120.886152,15.041062
65,0.616931382,120.873477,15.041438
66,0.516289622,120.876512,15.023922
67,0.525126041,120.881092,15.04512
68,0.047481696,120.85876,15.022452
69,0.642335339,120.87359,15.04206
70,0.493898032,120.872307,15.037348
71,0.653131266,120.873752,15.042553
72,0.445377796,120.863525,15.040422
73,0.066150549,120.904175,15.043552
74,0.431096428,120.890738,15.035328
75,0.000933277,120.903788,15.038132
76,0.067281096,120.89597,15.041293
77,0.215290242,120.861002,15.043187
78,0.265987837,120.865375,15.036135
79,0.733257184,120.884437,15.033033
80,0.04633297,120.835648,15.031495
81,0.242876938,120.896312,15.051563
82,0.62442766,120.872855,15.038757
83,0.560521222,120.8679,15.057697
84,0.775307351,120.883093,15.048435
85,0.015170312,120.90314,15.035135
86,0.184055146,120.857103,15.048868
87,0.020881314,120.857313,15.030775
88,0.046171011,120.835812,15.031455
89,0.099327049,120.899957,15.042788
90,0.218469893,120.895107,15.05165
91,0.188469325,120.895093,15.052885
92,0.241865704,120.87046,15.025518
93,0.057579786,120.858607,15.022515
94,0.701041628,120.882593,15.051217
95,0.621904083,120.88691,15.039588
96,0.436452198,120.872157,15.042235
97,0.407054892,120.87919,15.042075
98,0.033967617,120.856997,15.03101
99,0.209822629,120.861982,15.035485
100,0.509024759,120.876767,15.021998
101,0.055575439,120.857835,15.026557
102,0.083252473,120.861272,15.035335
103,0.156111738,120.898797,15.046353
104,0.260296193,120.89589,15.04937
105,0.586209296,120.901555,15.059612
106,0.293279085,120.86896,15.025448
107,0.295252648,120.8976,15.064258
108,0.591676545,120.873442,15.034987
109,0.332507381,120.86087,15.04408
110,0.181504529,120.89617,15.059023
111,0.540871127,120.87665,15.023357
112,0.193089088,120.895442,15.052602
113,0.089982885,120.900895,15.042632
114,0.819296686,120.883352,15.026695
115,0.034135033,120.856935,15.031022
116,0.251879089,120.8968,15.050743
117,0.036758006,120.911957,15.037902
118,0.133821252,120.893353,15.056398
119,0.540820729,120.876765,15.021297
120,0.055991985,120.913055,15.038823
121,0.053053393,120.90228,15.03322
122,0.060640403,120.902387,15.033198
123,0.033388759,120.902867,15.032337
124,0.271156769,120.855408,15.050572
125,0.491497055,120.874998,15.025352
126,0.744416256,120.87498,15.051977
127,0.309013125,120.858873,15.046462
128,0.612542343,120.902295,15.060473
129,0.015240231,120.910578,15.036353
130,0.771433992,120.862068,15.042442
131,0.10963759,120.897428,15.04122
132,0.289759518,120.891135,15.053822
133,0.069957408,120.902425,15.032865
134,0.215856954,120.85668,15.049128
135,0.145427051,120.893173,15.05636
136,0.017360542,120.904685,15.038597
137,0.441081608,120.899333,15.0602
138,0.262736649,120.895763,15.049428
139,0.274863889,120.85852,15.046818
140,0.615857477,120.897258,15.063062
141,0.701008116,120.882133,15.052827
142,0.11332649,120.89768,15.041607
143,0.063759744,120.858033,15.02648
144,0.115921709,120.907257,15.0276
145,0.113252336,120.897985,15.05787
146,0.332487999,120.86363,15.04023
147,0.014462052,120.907408,15.03654
148,0.491895184,120.873693,15.033665
149,0.731110856,120.880312,15.048532
150,0.84688999,120.878683,15.053432
151,0.116854264,120.856287,15.02816
152,0.125801619,120.896528,15.04539
153,0.062267049,120.843465,15.023942
154,0.063092375,120.85796,15.026057
155,0.031004666,120.90306,15.032802
156,0.192627865,120.893792,15.053305
157,0.435593381,120.889625,15.056663
158,0.204454763,120.89401,15.054208
159,0.420709575,120.889557,15.056562
160,0.483177868,120.871543,15.034568
161,0.257323575,120.855605,15.050328
162,0.659938082,120.873637,15.042058
163,0.030968102,120.856903,15.030733
164,0.228079419,120.897478,15.049748
165,0.062403879,120.905835,15.043105
166,0.172125546,120.894058,15.05446
167,0.080786189,120.846887,15.01573
168,0.073537955,120.856337,15.02835
169,0.03534554,120.903392,15.042042
170,0.110834292,120.897443,15.04118
171,0.055997982,120.902695,15.033047
172,0.086949881,120.860947,15.043915
173,0.073930874,120.902545,15.032922
174,0.036393321,120.834592,15.028733
175,0.019568519,120.85738,15.030787
176,0.022986214,120.902853,15.033715
177,0.734287912,120.884558,15.033
178,0.840392552,120.878558,15.053112
179,0.751713837,120.884408,15.033392
180,0.3437392,120.867583,15.02632
181,0.633256843,120.887448,15.03858
182,0.042799016,120.85835,15.02272
183,0.475787747,120.89244,15.038503
184,0.048984555,120.857905,15.025787
185,0.526229462,120.872503,15.037682
186,0.098879436,120.897305,15.040733
187,0.390895192,120.89363,15.038437
188,0.489123108,120.871525,15.034577
189,0.78845284,120.882955,15.049328
190,0.188831332,120.895028,15.053002
191,0.343958157,120.889745,15.055808
192,0.527156423,120.886013,15.04142
193,0.020244325,120.903957,15.038808
194,0.655322022,120.887187,15.03899
195,0.646685472,120.887603,15.039153
196,0.066455469,120.903478,15.03822
197,0.745787663,120.88436,15.033327
198,0.353414974,120.889953,15.055485
199,0.322818686,120.854587,15.051557
200,0.498646131,120.912443,15.046953
201,0.087281853,120.913757,15.039543
202,0.102540846,120.897273,15.040888
203,0.599088257,120.881553,15.05491
204,0.016813354,120.90643,15.03641
205,0.693530071,120.889803,15.055783
206,0.03826136,120.903858,15.041482
207,0.310750428,120.855113,15.051233
208,0.247957756,120.855728,15.050153
209,0.006533842,120.901235,15.038882
210,0.10549323,120.845025,15.01735
211,0.483309884,120.875877,15.034007
212,0.7219355,120.8746,15.03463
213,0.582315418,120.871877,15.03593
214,0.746411444,120.884497,15.032995
215,0.244615806,120.908645,15.045403
216,0.323785419,120.892068,15.037618
217,0.300813599,120.861655,15.04302
218,0.078278516,120.903552,15.043512
219,0.292100393,120.865407,15.036103
220,0.236053626,120.856663,15.049067
221,0.014934401,120.906672,15.03629
222,0.011774982,120.907705,15.036525
